Total number of shapes is 5000 
Shapes are:
0: Circle, x = 68, y = 41, radius = 200, perimeter = 1256, color = LIGHT_BLUE
3902: Triangle, x1 = 194, y1 = 168, x2 = 98, y2 = 134, x3 = 182, y3 = 171, perimeter = 206, color = GREEN
3903: Rectangle, x_up_left = 36, y_up_left = 22, x_down_right = 130, y_down_right = 13, perimeter = 206, color = YELLOW
3904: Rectangle, x_up_left = 46, y_up_left = 129, x_down_right = 122, y_down_right = 102, perimeter = 206, color = VIOLET
3905: Rectangle, x_up_left = 8, y_up_left = 175, x_down_right = 19, y_down_right = 83, perimeter = 206, color = GREEN
3906: Rectangle, x_up_left = 71, y_up_left = 107, x_down_right = 148, y_down_right = 81, perimeter = 206, color = ORANGE
3907: Rectangle, x_up_left = 151, y_up_left = 171, x_down_right = 170, y_down_right = 87, perimeter = 206, color = YELLOW
3908: Rectangle, x_up_left = 98, y_up_left = 97, x_down_right = 120, y_down_right = 16, perimeter = 206, color = YELLOW
3909: Rectangle, x_up_left = 40, y_up_left = 150, x_down_right = 41, y_down_right = 48, perimeter = 206, color = ORANGE
3910: Rectangle, x_up_left = 64, y_up_left = 153, x_down_right = 73, y_down_right = 59, perimeter = 206, color = LIGHT_BLUE
3911: Triangle, x1 = 29, y1 = 49, x2 = 96, y2 = 116, x3 = 48, y3 = 108, perimeter = 205.398, color = RED
3912: Triangle, x1 = 175, y1 = 105, x2 = 159, y2 = 172, x3 = 116, y3 = 177, perimeter = 205.26, color = LIGHT_BLUE
3913: Triangle, x1 = 89, y1 = 160, x2 = 45, y2 = 160, x3 = 146, y3 = 145, perimeter = 205.048, color = GREEN
3914: Triangle, x1 = 12, y1 = 142, x2 = 56, y2 = 176, x3 = 104, y3 = 145, perimeter = 204.795, color = RED
3915: Triangle, x1 = 41, y1 = 123, x2 = 109, y2 = 159, x3 = 40, y3 = 179, perimeter = 204.791, color = GREEN
3916: Triangle, x1 = 169, y1 = 136, x2 = 83, y2 = 184, x3 = 114, y3 = 187, perimeter = 204.64, color = GREEN
3917: Triangle, x1 = 139, y1 = 144, x2 = 151, y2 = 71, x3 = 92, y3 = 99, perimeter = 204.356, color = RED
3918: Rectangle, x_up_left = 128, y_up_left = 47, x_down_right = 196, y_down_right = 13, perimeter = 204, color = RED
3919: Rectangle, x_up_left = 8, y_up_left = 48, x_down_right = 78, y_down_right = 16, perimeter = 204, color = BLUE
3920: Rectangle, x_up_left = 89, y_up_left = 122, x_down_right = 105, y_down_right = 36, perimeter = 204, color = ORANGE
3921: Rectangle, x_up_left = 108, y_up_left = 159, x_down_right = 168, y_down_right = 117, perimeter = 204, color = YELLOW
3922: Rectangle, x_up_left = 87, y_up_left = 124, x_down_right = 139, y_down_right = 74, perimeter = 204, color = ORANGE
3923: Rectangle, x_up_left = 69, y_up_left = 77, x_down_right = 109, y_down_right = 15, perimeter = 204, color = RED
3924: Rectangle, x_up_left = 35, y_up_left = 40, x_down_right = 112, y_down_right = 15, perimeter = 204, color = LIGHT_BLUE
3925: Rectangle, x_up_left = 69, y_up_left = 65, x_down_right = 128, y_down_right = 22, perimeter = 204, color = YELLOW
3926: Triangle, x1 = 123, y1 = 64, x2 = 183, y2 = 90, x3 = 139, y3 = 15, perimeter = 203.891, color = VIOLET
3927: Triangle, x1 = 99, y1 = 127, x2 = 25, y2 = 150, x3 = 10, y3 = 172, perimeter = 203.849, color = GREEN
3928: Triangle, x1 = 168, y1 = 48, x2 = 129, y2 = 62, x3 = 74, y3 = 26, perimeter = 203.711, color = YELLOW
3929: Triangle, x1 = 104, y1 = 135, x2 = 54, y2 = 199, x3 = 75, y3 = 115, perimeter = 203.029, color = ORANGE
3930: Triangle, x1 = 123, y1 = 38, x2 = 134, y2 = 137, x3 = 114, y3 = 81, perimeter = 203.005, color = ORANGE
3931: Triangle, x1 = 174, y1 = 57, x2 = 180, y2 = 107, x3 = 110, y3 = 109, perimeter = 202.849, color = BLUE
3932: Triangle, x1 = 130, y1 = 115, x2 = 123, y2 = 173, x3 = 73, y3 = 103, perimeter = 202.694, color = YELLOW
3933: Triangle, x1 = 67, y1 = 144, x2 = 137, y2 = 190, x3 = 110, y3 = 124, perimeter = 202.494, color = YELLOW
3934: Triangle, x1 = 9, y1 = 153, x2 = 13, y2 = 164, x3 = 94, y3 = 112, perimeter = 202.331, color = RED
3935: Triangle, x1 = 185, y1 = 144, x2 = 197, y2 = 52, x3 = 167, y3 = 74, perimeter = 202.259, color = LIGHT_BLUE
3936: Triangle, x1 = 73, y1 = 71, x2 = 14, y2 = 26, x3 = 103, y3 = 53, perimeter = 202.194, color = BLUE
3937: Triangle, x1 = 27, y1 = 152, x2 = 74, y2 = 75, x3 = 62, y3 = 151, perimeter = 202.167, color = RED
3938: Rectangle, x_up_left = 51, y_up_left = 93, x_down_right = 88, y_down_right = 29, perimeter = 202, color = GREEN
3939: Rectangle, x_up_left = 36, y_up_left = 15, x_down_right = 128, y_down_right = 6, perimeter = 202, color = YELLOW
3940: Rectangle, x_up_left = 93, y_up_left = 123, x_down_right = 164, y_down_right = 93, perimeter = 202, color = LIGHT_BLUE
3941: Rectangle, x_up_left = 109, y_up_left = 134, x_down_right = 161, y_down_right = 85, perimeter = 202, color = VIOLET
3942: Rectangle, x_up_left = 131, y_up_left = 160, x_down_right = 184, y_down_right = 112, perimeter = 202, color = YELLOW
3943: Rectangle, x_up_left = 58, y_up_left = 58, x_down_right = 127, y_down_right = 26, perimeter = 202, color = RED
3944: Rectangle, x_up_left = 17, y_up_left = 197, x_down_right = 106, y_down_right = 185, perimeter = 202, color = ORANGE
3945: Rectangle, x_up_left = 105, y_up_left = 174, x_down_right = 122, y_down_right = 90, perimeter = 202, color = BLUE
3946: Rectangle, x_up_left = 84, y_up_left = 121, x_down_right = 95, y_down_right = 31, perimeter = 202, color = ORANGE
3947: Circle, x = 108, y = 92, radius = 32, perimeter = 200.96, color = ORANGE
3948: Circle, x = 133, y = 84, radius = 32, perimeter = 200.96, color = VIOLET
3949: Circle, x = 175, y = 97, radius = 32, perimeter = 200.96, color = VIOLET
3950: Circle, x = 27, y = 62, radius = 32, perimeter = 200.96, color = LIGHT_BLUE
3951: Circle, x = 180, y = 65, radius = 32, perimeter = 200.96, color = RED
3952: Triangle, x1 = 150, y1 = 52, x2 = 99, y2 = 138, x3 = 142, y3 = 72, perimeter = 200.297, color = GREEN
3953: Triangle, x1 = 161, y1 = 90, x2 = 195, y2 = 6, x3 = 181, y3 = 94, perimeter = 200.123, color = YELLOW
3954: Rectangle, x_up_left = 78, y_up_left = 123, x_down_right = 177, y_down_right = 122, perimeter = 200, color = ORANGE
3955: Rectangle, x_up_left = 90, y_up_left = 133, x_down_right = 188, y_down_right = 131, perimeter = 200, color = LIGHT_BLUE
3956: Rectangle, x_up_left = 55, y_up_left = 137, x_down_right = 56, y_down_right = 38, perimeter = 200, color = LIGHT_BLUE
3957: Rectangle, x_up_left = 88, y_up_left = 167, x_down_right = 146, y_down_right = 125, perimeter = 200, color = BLUE
3958: Rectangle, x_up_left = 96, y_up_left = 43, x_down_right = 163, y_down_right = 10, perimeter = 200, color = RED
3959: Rectangle, x_up_left = 100, y_up_left = 122, x_down_right = 156, y_down_right = 78, perimeter = 200, color = YELLOW
3960: Rectangle, x_up_left = 76, y_up_left = 168, x_down_right = 152, y_down_right = 144, perimeter = 200, color = LIGHT_BLUE
3961: Rectangle, x_up_left = 76, y_up_left = 13, x_down_right = 171, y_down_right = 8, perimeter = 200, color = VIOLET
3962: Rectangle, x_up_left = 107, y_up_left = 157, x_down_right = 123, y_down_right = 73, perimeter = 200, color = VIOLET
3963: Triangle, x1 = 145, y1 = 10, x2 = 52, y2 = 45, x3 = 77, y3 = 34, perimeter = 198.792, color = ORANGE
3964: Triangle, x1 = 43, y1 = 52, x2 = 49, y2 = 1, x3 = 49, y3 = 100, perimeter = 198.725, color = YELLOW
3965: Triangle, x1 = 128, y1 = 181, x2 = 76, y2 = 163, x3 = 173, y3 = 181, perimeter = 198.683, color = YELLOW
3966: Triangle, x1 = 140, y1 = 49, x2 = 72, y2 = 116, x3 = 96, y3 = 65, perimeter = 198.646, color = RED
3967: Triangle, x1 = 143, y1 = 144, x2 = 178, y2 = 92, x3 = 187, y3 = 174, perimeter = 198.428, color = LIGHT_BLUE
3968: Triangle, x1 = 92, y1 = 121, x2 = 111, y2 = 83, x3 = 172, y3 = 72, perimeter = 198.283, color = VIOLET
3969: Rectangle, x_up_left = 105, y_up_left = 60, x_down_right = 192, y_down_right = 48, perimeter = 198, color = LIGHT_BLUE
3970: Rectangle, x_up_left = 32, y_up_left = 134, x_down_right = 74, y_down_right = 77, perimeter = 198, color = VIOLET
3971: Rectangle, x_up_left = 79, y_up_left = 101, x_down_right = 94, y_down_right = 17, perimeter = 198, color = ORANGE
3972: Rectangle, x_up_left = 73, y_up_left = 68, x_down_right = 141, y_down_right = 37, perimeter = 198, color = BLUE
3973: Rectangle, x_up_left = 89, y_up_left = 132, x_down_right = 153, y_down_right = 97, perimeter = 198, color = BLUE
3974: Rectangle, x_up_left = 32, y_up_left = 62, x_down_right = 96, y_down_right = 27, perimeter = 198, color = LIGHT_BLUE
3975: Rectangle, x_up_left = 30, y_up_left = 170, x_down_right = 96, y_down_right = 137, perimeter = 198, color = RED
3976: Rectangle, x_up_left = 26, y_up_left = 51, x_down_right = 79, y_down_right = 5, perimeter = 198, color = GREEN
3977: Rectangle, x_up_left = 127, y_up_left = 131, x_down_right = 194, y_down_right = 99, perimeter = 198, color = GREEN
3978: Rectangle, x_up_left = 19, y_up_left = 89, x_down_right = 43, y_down_right = 14, perimeter = 198, color = YELLOW
3979: Rectangle, x_up_left = 8, y_up_left = 130, x_down_right = 56, y_down_right = 79, perimeter = 198, color = RED
3980: Triangle, x1 = 154, y1 = 114, x2 = 132, y2 = 191, x3 = 182, y3 = 172, perimeter = 197.974, color = YELLOW
3981: Triangle, x1 = 118, y1 = 72, x2 = 126, y2 = 13, x3 = 128, y3 = 111, perimeter = 197.822, color = LIGHT_BLUE
3982: Triangle, x1 = 145, y1 = 83, x2 = 181, y2 = 92, x3 = 84, y3 = 74, perimeter = 197.424, color = ORANGE
3983: Triangle, x1 = 32, y1 = 117, x2 = 91, y2 = 75, x3 = 105, y3 = 52, perimeter = 197.093, color = LIGHT_BLUE
3984: Triangle, x1 = 32, y1 = 144, x2 = 100, y2 = 143, x3 = 122, y3 = 116, perimeter = 197.09, color = BLUE
3985: Triangle, x1 = 24, y1 = 24, x2 = 55, y2 = 93, x3 = 8, y3 = 7, perimeter = 196.994, color = GREEN
3986: Triangle, x1 = 42, y1 = 35, x2 = 100, y2 = 69, x3 = 106, y3 = 104, perimeter = 196.853, color = RED
3987: Triangle, x1 = 104, y1 = 34, x2 = 149, y2 = 8, x3 = 197, y3 = 26, perimeter = 196.579, color = YELLOW
3988: Triangle, x1 = 170, y1 = 123, x2 = 88, y2 = 122, x3 = 76, y3 = 137, perimeter = 196.252, color = VIOLET
3989: Triangle, x1 = 138, y1 = 43, x2 = 69, y2 = 31, x3 = 45, y3 = 53, perimeter = 196.129, color = GREEN
3990: Triangle, x1 = 80, y1 = 181, x2 = 164, y2 = 160, x3 = 71, y3 = 189, perimeter = 196.043, color = ORANGE
3991: Rectangle, x_up_left = 34, y_up_left = 171, x_down_right = 66, y_down_right = 105, perimeter = 196, color = GREEN
3992: Rectangle, x_up_left = 112, y_up_left = 125, x_down_right = 176, y_down_right = 91, perimeter = 196, color = ORANGE
3993: Rectangle, x_up_left = 47, y_up_left = 137, x_down_right = 139, y_down_right = 131, perimeter = 196, color = LIGHT_BLUE
3994: Rectangle, x_up_left = 155, y_up_left = 121, x_down_right = 188, y_down_right = 56, perimeter = 196, color = RED
3995: Rectangle, x_up_left = 45, y_up_left = 67, x_down_right = 91, y_down_right = 15, perimeter = 196, color = RED
3996: Rectangle, x_up_left = 17, y_up_left = 194, x_down_right = 27, y_down_right = 106, perimeter = 196, color = LIGHT_BLUE
3997: Rectangle, x_up_left = 4, y_up_left = 162, x_down_right = 86, y_down_right = 146, perimeter = 196, color = GREEN
3998: Rectangle, x_up_left = 36, y_up_left = 85, x_down_right = 88, y_down_right = 39, perimeter = 196, color = BLUE
3999: Rectangle, x_up_left = 17, y_up_left = 127, x_down_right = 80, y_down_right = 92, perimeter = 196, color = YELLOW
4000: Rectangle, x_up_left = 170, y_up_left = 138, x_down_right = 181, y_down_right = 51, perimeter = 196, color = YELLOW
4001: Rectangle, x_up_left = 8, y_up_left = 191, x_down_right = 56, y_down_right = 141, perimeter = 196, color = GREEN
4002: Triangle, x1 = 69, y1 = 44, x2 = 59, y2 = 3, x3 = 44, y3 = 97, perimeter = 195.992, color = VIOLET
4003: Triangle, x1 = 37, y1 = 102, x2 = 1, y2 = 193, x3 = 12, y3 = 172, perimeter = 195.899, color = LIGHT_BLUE
4004: Triangle, x1 = 120, y1 = 135, x2 = 188, y2 = 196, x3 = 122, y3 = 167, perimeter = 195.504, color = BLUE
4005: Triangle, x1 = 61, y1 = 62, x2 = 120, y2 = 5, x3 = 90, y3 = 79, perimeter = 195.502, color = ORANGE
4006: Triangle, x1 = 165, y1 = 105, x2 = 183, y2 = 166, x3 = 116, y3 = 123, perimeter = 195.413, color = VIOLET
4007: Circle, x = 66, y = 78, radius = 31, perimeter = 194.68, color = RED
4008: Circle, x = 157, y = 75, radius = 31, perimeter = 194.68, color = BLUE
4009: Circle, x = 159, y = 19, radius = 31, perimeter = 194.68, color = RED
4010: Circle, x = 114, y = 96, radius = 31, perimeter = 194.68, color = VIOLET
4011: Circle, x = 63, y = 198, radius = 31, perimeter = 194.68, color = GREEN
4012: Circle, x = 154, y = 27, radius = 31, perimeter = 194.68, color = ORANGE
4013: Circle, x = 2, y = 140, radius = 31, perimeter = 194.68, color = YELLOW
4014: Circle, x = 151, y = 144, radius = 31, perimeter = 194.68, color = ORANGE
4015: Circle, x = 143, y = 24, radius = 31, perimeter = 194.68, color = GREEN
4016: Circle, x = 125, y = 133, radius = 31, perimeter = 194.68, color = ORANGE
4017: Circle, x = 65, y = 143, radius = 31, perimeter = 194.68, color = LIGHT_BLUE
4018: Circle, x = 188, y = 120, radius = 31, perimeter = 194.68, color = RED
4019: Triangle, x1 = 16, y1 = 49, x2 = 85, y2 = 45, x3 = 41, y3 = 99, perimeter = 194.674, color = YELLOW
4020: Triangle, x1 = 111, y1 = 73, x2 = 53, y2 = 14, x3 = 35, y3 = 19, perimeter = 194.647, color = YELLOW
4021: Triangle, x1 = 51, y1 = 55, x2 = 9, y2 = 130, x3 = 3, y3 = 73, perimeter = 194.538, color = RED
4022: Triangle, x1 = 130, y1 = 90, x2 = 184, y2 = 138, x3 = 108, y3 = 130, perimeter = 194.32, color = YELLOW
4023: Triangle, x1 = 51, y1 = 124, x2 = 77, y2 = 46, x3 = 28, y3 = 120, perimeter = 194.317, color = ORANGE
4024: Triangle, x1 = 35, y1 = 191, x2 = 91, y2 = 147, x3 = 22, y3 = 139, perimeter = 194.281, color = BLUE
4025: Triangle, x1 = 122, y1 = 60, x2 = 49, y2 = 20, x3 = 127, y3 = 28, perimeter = 194.038, color = YELLOW
4026: Rectangle, x_up_left = 15, y_up_left = 70, x_down_right = 106, y_down_right = 64, perimeter = 194, color = YELLOW
4027: Rectangle, x_up_left = 37, y_up_left = 153, x_down_right = 101, y_down_right = 120, perimeter = 194, color = BLUE
4028: Rectangle, x_up_left = 107, y_up_left = 109, x_down_right = 172, y_down_right = 77, perimeter = 194, color = LIGHT_BLUE
4029: Rectangle, x_up_left = 50, y_up_left = 169, x_down_right = 60, y_down_right = 82, perimeter = 194, color = BLUE
4030: Rectangle, x_up_left = 101, y_up_left = 173, x_down_right = 138, y_down_right = 113, perimeter = 194, color = YELLOW
4031: Rectangle, x_up_left = 46, y_up_left = 111, x_down_right = 140, y_down_right = 108, perimeter = 194, color = YELLOW
4032: Rectangle, x_up_left = 64, y_up_left = 130, x_down_right = 138, y_down_right = 107, perimeter = 194, color = GREEN
4033: Rectangle, x_up_left = 57, y_up_left = 63, x_down_right = 138, y_down_right = 47, perimeter = 194, color = LIGHT_BLUE
4034: Rectangle, x_up_left = 101, y_up_left = 187, x_down_right = 115, y_down_right = 104, perimeter = 194, color = BLUE
4035: Rectangle, x_up_left = 159, y_up_left = 150, x_down_right = 170, y_down_right = 64, perimeter = 194, color = RED
4036: Rectangle, x_up_left = 49, y_up_left = 141, x_down_right = 122, y_down_right = 117, perimeter = 194, color = ORANGE
4037: Triangle, x1 = 126, y1 = 73, x2 = 152, y2 = 15, x3 = 197, y3 = 45, perimeter = 193.966, color = GREEN
4038: Triangle, x1 = 85, y1 = 183, x2 = 127, y2 = 173, x3 = 163, y3 = 130, perimeter = 193.557, color = GREEN
4039: Triangle, x1 = 170, y1 = 130, x2 = 154, y2 = 194, x3 = 114, y3 = 197, perimeter = 193.403, color = RED
4040: Triangle, x1 = 100, y1 = 66, x2 = 165, y2 = 56, x3 = 161, y3 = 11, perimeter = 193.076, color = ORANGE
4041: Triangle, x1 = 141, y1 = 39, x2 = 150, y2 = 118, x3 = 181, y3 = 110, perimeter = 193.019, color = YELLOW
4042: Triangle, x1 = 149, y1 = 69, x2 = 77, y2 = 90, x3 = 99, y3 = 126, perimeter = 193.012, color = VIOLET
4043: Triangle, x1 = 158, y1 = 88, x2 = 93, y2 = 141, x3 = 173, y3 = 95, perimeter = 192.704, color = LIGHT_BLUE
4044: Triangle, x1 = 103, y1 = 79, x2 = 164, y2 = 85, x3 = 69, y3 = 71, perimeter = 192.249, color = YELLOW
4045: Triangle, x1 = 138, y1 = 64, x2 = 133, y2 = 94, x3 = 108, y3 = 155, perimeter = 192.156, color = RED
4046: Rectangle, x_up_left = 38, y_up_left = 83, x_down_right = 59, y_down_right = 8, perimeter = 192, color = BLUE
4047: Rectangle, x_up_left = 10, y_up_left = 169, x_down_right = 47, y_down_right = 110, perimeter = 192, color = BLUE
4048: Rectangle, x_up_left = 163, y_up_left = 178, x_down_right = 172, y_down_right = 91, perimeter = 192, color = ORANGE
4049: Rectangle, x_up_left = 168, y_up_left = 115, x_down_right = 200, y_down_right = 51, perimeter = 192, color = VIOLET
4050: Rectangle, x_up_left = 93, y_up_left = 172, x_down_right = 127, y_down_right = 110, perimeter = 192, color = YELLOW
4051: Rectangle, x_up_left = 124, y_up_left = 132, x_down_right = 148, y_down_right = 60, perimeter = 192, color = ORANGE
4052: Rectangle, x_up_left = 123, y_up_left = 139, x_down_right = 156, y_down_right = 76, perimeter = 192, color = GREEN
4053: Triangle, x1 = 35, y1 = 115, x2 = 54, y2 = 136, x3 = 54, y3 = 45, perimeter = 191.852, color = ORANGE
4054: Triangle, x1 = 80, y1 = 90, x2 = 62, y2 = 148, x3 = 104, y3 = 63, perimeter = 191.664, color = YELLOW
4055: Triangle, x1 = 104, y1 = 197, x2 = 113, y2 = 103, x3 = 98, y3 = 188, perimeter = 191.56, color = LIGHT_BLUE
4056: Triangle, x1 = 117, y1 = 122, x2 = 51, y2 = 119, x3 = 46, y3 = 162, perimeter = 190.85, color = LIGHT_BLUE
4057: Triangle, x1 = 139, y1 = 142, x2 = 125, y2 = 87, x3 = 98, y3 = 168, perimeter = 190.684, color = BLUE
4058: Triangle, x1 = 40, y1 = 114, x2 = 14, y2 = 181, x3 = 76, y3 = 138, perimeter = 190.587, color = ORANGE
4059: Triangle, x1 = 153, y1 = 86, x2 = 120, y2 = 111, x3 = 65, y3 = 118, perimeter = 190.482, color = LIGHT_BLUE
4060: Rectangle, x_up_left = 119, y_up_left = 92, x_down_right = 127, y_down_right = 5, perimeter = 190, color = ORANGE
4061: Rectangle, x_up_left = 83, y_up_left = 98, x_down_right = 125, y_down_right = 45, perimeter = 190, color = RED
4062: Rectangle, x_up_left = 45, y_up_left = 86, x_down_right = 88, y_down_right = 34, perimeter = 190, color = RED
4063: Rectangle, x_up_left = 141, y_up_left = 170, x_down_right = 192, y_down_right = 126, perimeter = 190, color = YELLOW
4064: Rectangle, x_up_left = 91, y_up_left = 136, x_down_right = 171, y_down_right = 121, perimeter = 190, color = GREEN
4065: Triangle, x1 = 189, y1 = 77, x2 = 135, y2 = 137, x3 = 172, y3 = 146, perimeter = 189.864, color = VIOLET
4066: Triangle, x1 = 77, y1 = 195, x2 = 147, y2 = 198, x3 = 78, y3 = 156, perimeter = 189.855, color = RED
4067: Triangle, x1 = 107, y1 = 120, x2 = 85, y2 = 158, x3 = 149, y3 = 184, perimeter = 189.539, color = BLUE
4068: Triangle, x1 = 119, y1 = 163, x2 = 85, y2 = 149, x3 = 39, y3 = 196, perimeter = 189.073, color = RED
4069: Triangle, x1 = 198, y1 = 123, x2 = 138, y2 = 52, x3 = 159, y3 = 94, perimeter = 188.515, color = VIOLET
4070: Circle, x = 121, y = 29, radius = 30, perimeter = 188.4, color = BLUE
4071: Circle, x = 20, y = 78, radius = 30, perimeter = 188.4, color = BLUE
4072: Circle, x = 130, y = 6, radius = 30, perimeter = 188.4, color = VIOLET
4073: Circle, x = 78, y = 199, radius = 30, perimeter = 188.4, color = GREEN
4074: Circle, x = 114, y = 33, radius = 30, perimeter = 188.4, color = YELLOW
4075: Circle, x = 74, y = 86, radius = 30, perimeter = 188.4, color = ORANGE
4076: Circle, x = 16, y = 88, radius = 30, perimeter = 188.4, color = VIOLET
4077: Circle, x = 191, y = 93, radius = 30, perimeter = 188.4, color = ORANGE
4078: Circle, x = 61, y = 191, radius = 30, perimeter = 188.4, color = BLUE
4079: Circle, x = 82, y = 193, radius = 30, perimeter = 188.4, color = ORANGE
4080: Triangle, x1 = 155, y1 = 151, x2 = 79, y2 = 99, x3 = 118, y3 = 142, perimeter = 188.217, color = LIGHT_BLUE
4081: Triangle, x1 = 50, y1 = 45, x2 = 25, y2 = 71, x3 = 112, y3 = 64, perimeter = 188.197, color = LIGHT_BLUE
4082: Rectangle, x_up_left = 47, y_up_left = 62, x_down_right = 140, y_down_right = 61, perimeter = 188, color = ORANGE
4083: Rectangle, x_up_left = 61, y_up_left = 106, x_down_right = 114, y_down_right = 65, perimeter = 188, color = GREEN
4084: Rectangle, x_up_left = 145, y_up_left = 161, x_down_right = 165, y_down_right = 87, perimeter = 188, color = GREEN
4085: Rectangle, x_up_left = 3, y_up_left = 142, x_down_right = 94, y_down_right = 139, perimeter = 188, color = RED
4086: Rectangle, x_up_left = 6, y_up_left = 41, x_down_right = 81, y_down_right = 22, perimeter = 188, color = VIOLET
