Total number of shapes is 10000 
Shapes are:
0: Circle, x = 89, y = 177, radius = 200, perimeter = 1256, color = ORANGE
9374: Circle, x = 81, y = 39, radius = 16, perimeter = 100.48, color = BLUE
9375: Circle, x = 89, y = 112, radius = 16, perimeter = 100.48, color = VIOLET
9376: Circle, x = 102, y = 34, radius = 16, perimeter = 100.48, color = VIOLET
9377: Circle, x = 190, y = 56, radius = 16, perimeter = 100.48, color = YELLOW
9378: Circle, x = 149, y = 194, radius = 16, perimeter = 100.48, color = YELLOW
9379: Circle, x = 68, y = 174, radius = 16, perimeter = 100.48, color = ORANGE
9380: Circle, x = 34, y = 61, radius = 16, perimeter = 100.48, color = ORANGE
9381: Circle, x = 108, y = 80, radius = 16, perimeter = 100.48, color = BLUE
9382: Circle, x = 150, y = 25, radius = 16, perimeter = 100.48, color = BLUE
9383: Circle, x = 200, y = 71, radius = 16, perimeter = 100.48, color = GREEN
9384: Triangle, x1 = 151, y1 = 32, x2 = 174, y2 = 54, x3 = 130, y3 = 39, perimeter = 100.45, color = ORANGE
9385: Triangle, x1 = 101, y1 = 40, x2 = 85, y2 = 23, x3 = 95, y3 = 69, perimeter = 100.034, color = ORANGE
9386: Rectangle, x_up_left = 99, y_up_left = 144, x_down_right = 144, y_down_right = 139, perimeter = 100, color = ORANGE
9387: Rectangle, x_up_left = 67, y_up_left = 34, x_down_right = 115, y_down_right = 32, perimeter = 100, color = ORANGE
9388: Rectangle, x_up_left = 110, y_up_left = 100, x_down_right = 122, y_down_right = 62, perimeter = 100, color = ORANGE
9389: Rectangle, x_up_left = 153, y_up_left = 66, x_down_right = 162, y_down_right = 25, perimeter = 100, color = VIOLET
9390: Rectangle, x_up_left = 109, y_up_left = 62, x_down_right = 113, y_down_right = 16, perimeter = 100, color = VIOLET
9391: Rectangle, x_up_left = 157, y_up_left = 33, x_down_right = 200, y_down_right = 26, perimeter = 100, color = GREEN
9392: Rectangle, x_up_left = 55, y_up_left = 42, x_down_right = 72, y_down_right = 9, perimeter = 100, color = VIOLET
9393: Rectangle, x_up_left = 97, y_up_left = 110, x_down_right = 133, y_down_right = 96, perimeter = 100, color = RED
9394: Rectangle, x_up_left = 152, y_up_left = 37, x_down_right = 200, y_down_right = 35, perimeter = 100, color = BLUE
9395: Rectangle, x_up_left = 22, y_up_left = 135, x_down_right = 25, y_down_right = 88, perimeter = 100, color = YELLOW
9396: Rectangle, x_up_left = 60, y_up_left = 44, x_down_right = 76, y_down_right = 10, perimeter = 100, color = GREEN
9397: Triangle, x1 = 87, y1 = 195, x2 = 97, y2 = 155, x3 = 71, y3 = 185, perimeter = 99.7979, color = RED
9398: Triangle, x1 = 15, y1 = 136, x2 = 22, y2 = 120, x3 = 43, y3 = 95, perimeter = 99.7627, color = RED
9399: Triangle, x1 = 125, y1 = 178, x2 = 95, y2 = 146, x3 = 112, y3 = 142, perimeter = 99.603, color = ORANGE
9400: Triangle, x1 = 120, y1 = 95, x2 = 166, y2 = 107, x3 = 167, y3 = 109, perimeter = 98.8163, color = YELLOW
9401: Triangle, x1 = 64, y1 = 150, x2 = 77, y2 = 116, x3 = 90, y3 = 110, perimeter = 98.4258, color = ORANGE
9402: Rectangle, x_up_left = 108, y_up_left = 200, x_down_right = 131, y_down_right = 174, perimeter = 98, color = ORANGE
9403: Rectangle, x_up_left = 126, y_up_left = 133, x_down_right = 135, y_down_right = 93, perimeter = 98, color = RED
9404: Rectangle, x_up_left = 65, y_up_left = 195, x_down_right = 85, y_down_right = 166, perimeter = 98, color = GREEN
9405: Rectangle, x_up_left = 146, y_up_left = 181, x_down_right = 147, y_down_right = 133, perimeter = 98, color = RED
9406: Rectangle, x_up_left = 95, y_up_left = 156, x_down_right = 127, y_down_right = 139, perimeter = 98, color = GREEN
9407: Rectangle, x_up_left = 12, y_up_left = 81, x_down_right = 34, y_down_right = 54, perimeter = 98, color = GREEN
9408: Rectangle, x_up_left = 99, y_up_left = 61, x_down_right = 100, y_down_right = 13, perimeter = 98, color = LIGHT_BLUE
9409: Rectangle, x_up_left = 58, y_up_left = 47, x_down_right = 98, y_down_right = 38, perimeter = 98, color = GREEN
9410: Rectangle, x_up_left = 76, y_up_left = 189, x_down_right = 80, y_down_right = 144, perimeter = 98, color = VIOLET
9411: Rectangle, x_up_left = 28, y_up_left = 134, x_down_right = 69, y_down_right = 126, perimeter = 98, color = RED
9412: Rectangle, x_up_left = 106, y_up_left = 66, x_down_right = 128, y_down_right = 39, perimeter = 98, color = RED
9413: Rectangle, x_up_left = 151, y_up_left = 151, x_down_right = 169, y_down_right = 120, perimeter = 98, color = GREEN
9414: Rectangle, x_up_left = 75, y_up_left = 85, x_down_right = 95, y_down_right = 56, perimeter = 98, color = LIGHT_BLUE
9415: Rectangle, x_up_left = 189, y_up_left = 148, x_down_right = 191, y_down_right = 101, perimeter = 98, color = BLUE
9416: Rectangle, x_up_left = 36, y_up_left = 90, x_down_right = 78, y_down_right = 84, perimeter = 96, color = LIGHT_BLUE
9417: Rectangle, x_up_left = 73, y_up_left = 110, x_down_right = 113, y_down_right = 102, perimeter = 96, color = RED
9418: Rectangle, x_up_left = 40, y_up_left = 106, x_down_right = 68, y_down_right = 86, perimeter = 96, color = RED
9419: Rectangle, x_up_left = 7, y_up_left = 36, x_down_right = 45, y_down_right = 26, perimeter = 96, color = VIOLET
9420: Rectangle, x_up_left = 72, y_up_left = 130, x_down_right = 84, y_down_right = 94, perimeter = 96, color = GREEN
9421: Rectangle, x_up_left = 44, y_up_left = 141, x_down_right = 46, y_down_right = 95, perimeter = 96, color = ORANGE
9422: Rectangle, x_up_left = 143, y_up_left = 65, x_down_right = 156, y_down_right = 30, perimeter = 96, color = ORANGE
9423: Rectangle, x_up_left = 130, y_up_left = 62, x_down_right = 133, y_down_right = 17, perimeter = 96, color = LIGHT_BLUE
9424: Rectangle, x_up_left = 82, y_up_left = 88, x_down_right = 89, y_down_right = 47, perimeter = 96, color = VIOLET
9425: Triangle, x1 = 62, y1 = 125, x2 = 92, y2 = 121, x3 = 74, y3 = 94, perimeter = 95.957, color = LIGHT_BLUE
9426: Triangle, x1 = 135, y1 = 80, x2 = 125, y2 = 98, x3 = 122, y3 = 53, perimeter = 95.6578, color = YELLOW
9427: Triangle, x1 = 69, y1 = 79, x2 = 36, y2 = 61, x3 = 41, y3 = 47, perimeter = 94.9765, color = ORANGE
9428: Triangle, x1 = 21, y1 = 178, x2 = 55, y2 = 171, x3 = 12, y3 = 164, perimeter = 94.9225, color = GREEN
9429: Triangle, x1 = 87, y1 = 105, x2 = 99, y2 = 112, x3 = 125, y3 = 133, perimeter = 94.5157, color = LIGHT_BLUE
9430: Circle, x = 137, y = 170, radius = 15, perimeter = 94.2, color = GREEN
9431: Circle, x = 92, y = 67, radius = 15, perimeter = 94.2, color = ORANGE
9432: Circle, x = 188, y = 21, radius = 15, perimeter = 94.2, color = ORANGE
9433: Circle, x = 130, y = 174, radius = 15, perimeter = 94.2, color = GREEN
9434: Circle, x = 96, y = 114, radius = 15, perimeter = 94.2, color = VIOLET
9435: Circle, x = 164, y = 10, radius = 15, perimeter = 94.2, color = LIGHT_BLUE
9436: Circle, x = 36, y = 47, radius = 15, perimeter = 94.2, color = ORANGE
9437: Circle, x = 124, y = 99, radius = 15, perimeter = 94.2, color = GREEN
9438: Circle, x = 20, y = 19, radius = 15, perimeter = 94.2, color = BLUE
9439: Circle, x = 159, y = 62, radius = 15, perimeter = 94.2, color = BLUE
9440: Circle, x = 6, y = 123, radius = 15, perimeter = 94.2, color = LIGHT_BLUE
9441: Circle, x = 59, y = 15, radius = 15, perimeter = 94.2, color = GREEN
9442: Circle, x = 90, y = 37, radius = 15, perimeter = 94.2, color = VIOLET
9443: Circle, x = 70, y = 73, radius = 15, perimeter = 94.2, color = RED
9444: Circle, x = 85, y = 112, radius = 15, perimeter = 94.2, color = RED
9445: Circle, x = 131, y = 102, radius = 15, perimeter = 94.2, color = VIOLET
9446: Circle, x = 155, y = 141, radius = 15, perimeter = 94.2, color = RED
9447: Circle, x = 146, y = 26, radius = 15, perimeter = 94.2, color = YELLOW
9448: Circle, x = 53, y = 64, radius = 15, perimeter = 94.2, color = GREEN
9449: Circle, x = 25, y = 144, radius = 15, perimeter = 94.2, color = LIGHT_BLUE
9450: Rectangle, x_up_left = 39, y_up_left = 186, x_down_right = 68, y_down_right = 168, perimeter = 94, color = YELLOW
9451: Rectangle, x_up_left = 84, y_up_left = 116, x_down_right = 117, y_down_right = 102, perimeter = 94, color = RED
9452: Rectangle, x_up_left = 15, y_up_left = 100, x_down_right = 23, y_down_right = 61, perimeter = 94, color = ORANGE
9453: Rectangle, x_up_left = 121, y_up_left = 25, x_down_right = 149, y_down_right = 6, perimeter = 94, color = RED
9454: Rectangle, x_up_left = 3, y_up_left = 32, x_down_right = 24, y_down_right = 6, perimeter = 94, color = GREEN
9455: Rectangle, x_up_left = 161, y_up_left = 72, x_down_right = 189, y_down_right = 53, perimeter = 94, color = GREEN
9456: Rectangle, x_up_left = 64, y_up_left = 70, x_down_right = 71, y_down_right = 30, perimeter = 94, color = LIGHT_BLUE
9457: Rectangle, x_up_left = 66, y_up_left = 101, x_down_right = 74, y_down_right = 62, perimeter = 94, color = BLUE
9458: Rectangle, x_up_left = 175, y_up_left = 198, x_down_right = 186, y_down_right = 162, perimeter = 94, color = BLUE
9459: Rectangle, x_up_left = 142, y_up_left = 121, x_down_right = 146, y_down_right = 78, perimeter = 94, color = LIGHT_BLUE
9460: Triangle, x1 = 141, y1 = 122, x2 = 132, y2 = 78, x3 = 147, y3 = 105, perimeter = 93.8257, color = GREEN
9461: Triangle, x1 = 46, y1 = 68, x2 = 21, y2 = 57, x3 = 1, y3 = 64, perimeter = 93.68, color = BLUE
9462: Triangle, x1 = 60, y1 = 144, x2 = 75, y2 = 174, x3 = 60, y3 = 185, perimeter = 93.1421, color = VIOLET
9463: Rectangle, x_up_left = 135, y_up_left = 73, x_down_right = 171, y_down_right = 63, perimeter = 92, color = GREEN
9464: Rectangle, x_up_left = 6, y_up_left = 138, x_down_right = 38, y_down_right = 124, perimeter = 92, color = ORANGE
9465: Rectangle, x_up_left = 164, y_up_left = 87, x_down_right = 184, y_down_right = 61, perimeter = 92, color = ORANGE
9466: Rectangle, x_up_left = 19, y_up_left = 138, x_down_right = 33, y_down_right = 106, perimeter = 92, color = YELLOW
9467: Rectangle, x_up_left = 90, y_up_left = 116, x_down_right = 109, y_down_right = 89, perimeter = 92, color = ORANGE
9468: Rectangle, x_up_left = 114, y_up_left = 87, x_down_right = 146, y_down_right = 73, perimeter = 92, color = GREEN
9469: Rectangle, x_up_left = 99, y_up_left = 30, x_down_right = 124, y_down_right = 9, perimeter = 92, color = GREEN
9470: Triangle, x1 = 34, y1 = 150, x2 = 72, y2 = 155, x3 = 74, y3 = 143, perimeter = 91.1009, color = LIGHT_BLUE
9471: Triangle, x1 = 121, y1 = 168, x2 = 88, y2 = 179, x3 = 102, y3 = 196, perimeter = 90.6456, color = BLUE
9472: Triangle, x1 = 23, y1 = 134, x2 = 19, y2 = 131, x3 = 25, y3 = 90, perimeter = 90.4821, color = ORANGE
9473: Triangle, x1 = 173, y1 = 174, x2 = 147, y2 = 164, x3 = 188, y3 = 159, perimeter = 90.3737, color = VIOLET
9474: Rectangle, x_up_left = 178, y_up_left = 176, x_down_right = 181, y_down_right = 134, perimeter = 90, color = LIGHT_BLUE
9475: Rectangle, x_up_left = 33, y_up_left = 96, x_down_right = 52, y_down_right = 70, perimeter = 90, color = VIOLET
9476: Rectangle, x_up_left = 40, y_up_left = 142, x_down_right = 56, y_down_right = 113, perimeter = 90, color = GREEN
9477: Rectangle, x_up_left = 102, y_up_left = 97, x_down_right = 118, y_down_right = 68, perimeter = 90, color = ORANGE
9478: Rectangle, x_up_left = 4, y_up_left = 168, x_down_right = 31, y_down_right = 150, perimeter = 90, color = BLUE
9479: Rectangle, x_up_left = 68, y_up_left = 78, x_down_right = 92, y_down_right = 57, perimeter = 90, color = VIOLET
9480: Rectangle, x_up_left = 18, y_up_left = 145, x_down_right = 49, y_down_right = 131, perimeter = 90, color = GREEN
9481: Rectangle, x_up_left = 90, y_up_left = 158, x_down_right = 104, y_down_right = 127, perimeter = 90, color = GREEN
9482: Rectangle, x_up_left = 1, y_up_left = 188, x_down_right = 16, y_down_right = 158, perimeter = 90, color = BLUE
9483: Rectangle, x_up_left = 157, y_up_left = 97, x_down_right = 175, y_down_right = 70, perimeter = 90, color = ORANGE
9484: Rectangle, x_up_left = 95, y_up_left = 129, x_down_right = 106, y_down_right = 95, perimeter = 90, color = VIOLET
9485: Triangle, x1 = 166, y1 = 170, x2 = 149, y2 = 166, x3 = 191, y3 = 179, perimeter = 88.0008, color = RED
9486: Rectangle, x_up_left = 73, y_up_left = 152, x_down_right = 100, y_down_right = 135, perimeter = 88, color = ORANGE
9487: Rectangle, x_up_left = 155, y_up_left = 41, x_down_right = 194, y_down_right = 36, perimeter = 88, color = BLUE
9488: Rectangle, x_up_left = 137, y_up_left = 66, x_down_right = 161, y_down_right = 46, perimeter = 88, color = RED
9489: Rectangle, x_up_left = 129, y_up_left = 96, x_down_right = 169, y_down_right = 92, perimeter = 88, color = YELLOW
9490: Rectangle, x_up_left = 155, y_up_left = 9, x_down_right = 194, y_down_right = 4, perimeter = 88, color = VIOLET
9491: Rectangle, x_up_left = 84, y_up_left = 110, x_down_right = 111, y_down_right = 93, perimeter = 88, color = VIOLET
9492: Rectangle, x_up_left = 44, y_up_left = 188, x_down_right = 47, y_down_right = 147, perimeter = 88, color = LIGHT_BLUE
9493: Rectangle, x_up_left = 51, y_up_left = 152, x_down_right = 94, y_down_right = 151, perimeter = 88, color = YELLOW
9494: Rectangle, x_up_left = 69, y_up_left = 105, x_down_right = 83, y_down_right = 75, perimeter = 88, color = RED
9495: Rectangle, x_up_left = 70, y_up_left = 53, x_down_right = 75, y_down_right = 14, perimeter = 88, color = LIGHT_BLUE
9496: Rectangle, x_up_left = 56, y_up_left = 148, x_down_right = 59, y_down_right = 107, perimeter = 88, color = YELLOW
9497: Rectangle, x_up_left = 151, y_up_left = 66, x_down_right = 152, y_down_right = 23, perimeter = 88, color = VIOLET
9498: Rectangle, x_up_left = 123, y_up_left = 175, x_down_right = 133, y_down_right = 141, perimeter = 88, color = ORANGE
9499: Rectangle, x_up_left = 164, y_up_left = 167, x_down_right = 176, y_down_right = 135, perimeter = 88, color = LIGHT_BLUE
9500: Circle, x = 141, y = 29, radius = 14, perimeter = 87.92, color = RED
9501: Circle, x = 18, y = 19, radius = 14, perimeter = 87.92, color = ORANGE
9502: Circle, x = 63, y = 89, radius = 14, perimeter = 87.92, color = VIOLET
9503: Circle, x = 82, y = 136, radius = 14, perimeter = 87.92, color = GREEN
9504: Circle, x = 21, y = 193, radius = 14, perimeter = 87.92, color = RED
9505: Circle, x = 61, y = 85, radius = 14, perimeter = 87.92, color = ORANGE
9506: Circle, x = 132, y = 120, radius = 14, perimeter = 87.92, color = RED
9507: Circle, x = 117, y = 7, radius = 14, perimeter = 87.92, color = GREEN
9508: Circle, x = 101, y = 2, radius = 14, perimeter = 87.92, color = VIOLET
9509: Circle, x = 63, y = 152, radius = 14, perimeter = 87.92, color = ORANGE
9510: Circle, x = 38, y = 153, radius = 14, perimeter = 87.92, color = YELLOW
9511: Circle, x = 193, y = 189, radius = 14, perimeter = 87.92, color = BLUE
9512: Circle, x = 52, y = 109, radius = 14, perimeter = 87.92, color = BLUE
9513: Circle, x = 175, y = 159, radius = 14, perimeter = 87.92, color = LIGHT_BLUE
9514: Circle, x = 131, y = 90, radius = 14, perimeter = 87.92, color = RED
9515: Circle, x = 58, y = 108, radius = 14, perimeter = 87.92, color = GREEN
9516: Triangle, x1 = 55, y1 = 134, x2 = 29, y2 = 132, x3 = 20, y3 = 113, perimeter = 87.9173, color = VIOLET
9517: Triangle, x1 = 168, y1 = 101, x2 = 144, y2 = 124, x3 = 134, y3 = 108, perimeter = 86.8226, color = BLUE
9518: Rectangle, x_up_left = 37, y_up_left = 52, x_down_right = 78, y_down_right = 50, perimeter = 86, color = GREEN
9519: Rectangle, x_up_left = 163, y_up_left = 141, x_down_right = 198, y_down_right = 133, perimeter = 86, color = RED
9520: Rectangle, x_up_left = 6, y_up_left = 110, x_down_right = 38, y_down_right = 99, perimeter = 86, color = RED
9521: Rectangle, x_up_left = 9, y_up_left = 165, x_down_right = 21, y_down_right = 134, perimeter = 86, color = LIGHT_BLUE
9522: Rectangle, x_up_left = 87, y_up_left = 55, x_down_right = 102, y_down_right = 27, perimeter = 86, color = BLUE
9523: Rectangle, x_up_left = 75, y_up_left = 190, x_down_right = 92, y_down_right = 164, perimeter = 86, color = GREEN
9524: Rectangle, x_up_left = 110, y_up_left = 71, x_down_right = 117, y_down_right = 35, perimeter = 86, color = BLUE
9525: Rectangle, x_up_left = 154, y_up_left = 39, x_down_right = 163, y_down_right = 5, perimeter = 86, color = GREEN
9526: Rectangle, x_up_left = 80, y_up_left = 79, x_down_right = 85, y_down_right = 41, perimeter = 86, color = VIOLET
9527: Rectangle, x_up_left = 19, y_up_left = 149, x_down_right = 23, y_down_right = 110, perimeter = 86, color = GREEN
9528: Triangle, x1 = 124, y1 = 73, x2 = 146, y2 = 53, x3 = 161, y3 = 56, perimeter = 85.7477, color = RED
9529: Triangle, x1 = 175, y1 = 60, x2 = 167, y2 = 30, x3 = 162, y3 = 20, perimeter = 84.2882, color = BLUE
9530: Rectangle, x_up_left = 135, y_up_left = 171, x_down_right = 168, y_down_right = 162, perimeter = 84, color = GREEN
9531: Rectangle, x_up_left = 113, y_up_left = 91, x_down_right = 130, y_down_right = 66, perimeter = 84, color = GREEN
9532: Rectangle, x_up_left = 61, y_up_left = 60, x_down_right = 75, y_down_right = 32, perimeter = 84, color = RED
9533: Rectangle, x_up_left = 82, y_up_left = 82, x_down_right = 92, y_down_right = 50, perimeter = 84, color = YELLOW
9534: Rectangle, x_up_left = 103, y_up_left = 120, x_down_right = 109, y_down_right = 84, perimeter = 84, color = BLUE
9535: Rectangle, x_up_left = 65, y_up_left = 41, x_down_right = 80, y_down_right = 14, perimeter = 84, color = BLUE
9536: Rectangle, x_up_left = 148, y_up_left = 112, x_down_right = 176, y_down_right = 98, perimeter = 84, color = ORANGE
9537: Rectangle, x_up_left = 123, y_up_left = 84, x_down_right = 151, y_down_right = 70, perimeter = 84, color = GREEN
9538: Rectangle, x_up_left = 121, y_up_left = 88, x_down_right = 145, y_down_right = 70, perimeter = 84, color = BLUE
9539: Rectangle, x_up_left = 135, y_up_left = 141, x_down_right = 144, y_down_right = 108, perimeter = 84, color = GREEN
9540: Rectangle, x_up_left = 38, y_up_left = 89, x_down_right = 79, y_down_right = 88, perimeter = 84, color = RED
9541: Rectangle, x_up_left = 49, y_up_left = 185, x_down_right = 50, y_down_right = 144, perimeter = 84, color = LIGHT_BLUE
9542: Triangle, x1 = 22, y1 = 106, x2 = 25, y2 = 124, x3 = 55, y3 = 118, perimeter = 83.9565, color = GREEN
9543: Triangle, x1 = 168, y1 = 45, x2 = 138, y2 = 63, x3 = 152, y3 = 36, perimeter = 83.7571, color = RED
9544: Triangle, x1 = 37, y1 = 76, x2 = 46, y2 = 99, x3 = 22, y3 = 67, perimeter = 82.191, color = RED
9545: Rectangle, x_up_left = 25, y_up_left = 28, x_down_right = 57, y_down_right = 19, perimeter = 82, color = BLUE
9546: Rectangle, x_up_left = 120, y_up_left = 31, x_down_right = 131, y_down_right = 1, perimeter = 82, color = RED
9547: Rectangle, x_up_left = 54, y_up_left = 82, x_down_right = 71, y_down_right = 58, perimeter = 82, color = LIGHT_BLUE
9548: Rectangle, x_up_left = 148, y_up_left = 133, x_down_right = 151, y_down_right = 95, perimeter = 82, color = LIGHT_BLUE
9549: Rectangle, x_up_left = 129, y_up_left = 116, x_down_right = 141, y_down_right = 87, perimeter = 82, color = RED
9550: Rectangle, x_up_left = 17, y_up_left = 141, x_down_right = 41, y_down_right = 124, perimeter = 82, color = LIGHT_BLUE
